W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-05-05,0,1,4.67,0,0,0.2,4,4,4,1,0,1,1.04
2019-05-12,0,0,4.42,0,0,1.0,0,0,0,0,0,1,0.98
2019-05-14,0,0,4.19,0,1,1.0,1,0,0,0,0,1,0.98
2019-05-15,0,0,3.98,0,1,1.0,1,0,0,0,1,2,1.03
2019-05-21,0,0,3.8,0,0,1.0,0,0,0,0,0,1,0.98
2019-05-27,0,0,3.52,0,1,1.2,1,0,0,0,0,3,0.96
2019-05-30,0,0,3.33,0,1,1.1,0,0,0,0,0,2,0.9
2019-05-31,0,0,3.28,0,1,0.1,0,0,0,0,0,1,0.89
2019-06-03,0,0,3.16,0,1,1.0,1,0,0,0,0,0,0.9
2019-06-09,0,0,3.04,0,1,1.0,0,0,0,0,0,2,0.86
2019-06-14,0,0,2.93,0,1,1.0,0,0,0,0,0,3,0.83
2019-06-15,0,1,3.45,0,0,1.0,1,2,2,1,0,2,0.84
2019-06-16,0,0,3.34,0,1,1.0,1,0,0,0,1,0,0.88
2019-06-20,0,0,3.52,0,1,1.0,2,1,1,0,1,0,0.95
2019-06-22,0,0,3.41,0,0,1.0,0,0,0,0,0,0,0.92
2019-06-23,1,0,3.31,0,0,1.0,1,0,0,0,0,2,0.92
2019-06-25,0,0,3.21,0,1,1.0,1,0,0,0,0,1,0.92
2019-06-27,0,0,3.12,0,0,1.0,2,0,0,0,0,1,0.95
2019-07-03,0,0,3.28,0,0,1.0,1,1,1,1,0,0,0.95
2019-07-07,0,0,3.19,0,0,1.0,0,0,0,0,0,2,0.93
2019-07-14,0,0,3.05,0,0,1.2,0,0,0,0,1,3,0.91
2019-07-16,0,1,3.72,0,0,0.1,4,3,3,0,0,0,1.01
2019-07-19,0,0,3.63,0,1,1.0,0,0,0,0,0,3,0.98
2019-07-24,0,0,3.54,0,0,1.0,1,0,0,0,1,2,1.01
2019-07-26,0,0,3.67,0,1,1.0,1,1,1,0,2,1,1.06
2019-07-31,0,0,3.59,0,0,1.0,0,0,0,0,0,0,1.03
2019-08-06,0,0,3.5,0,1,1.0,1,0,0,0,0,1,1.03
2019-08-09,0,0,3.83,0,0,1.0,3,2,2,1,0,2,1.07
2019-08-10,0,0,3.74,0,0,1.0,1,0,0,0,0,0,1.07
2019-08-15,0,0,3.66,0,0,1.0,1,0,0,0,0,2,1.07
2019-08-18,0,0,3.59,0,0,1.0,0,0,0,0,0,1,1.05
2019-08-21,0,0,3.7,0,0,1.0,1,1,1,1,0,1,1.05
2019-08-24,0,0,3.62,0,1,1.0,2,0,0,0,0,3,1.07
2019-08-28,1,0,3.73,0,0,1.0,1,1,1,0,1,1,1.09
2019-08-31,0,0,3.83,0,0,1.0,1,1,1,1,0,0,1.08
2019-09-01,0,0,3.76,0,0,1.0,0,0,0,0,0,2,1.06
2019-09-03,0,0,3.86,0,1,1.0,1,1,1,0,1,0,1.08
2019-09-07,0,0,3.79,0,0,1.0,1,0,0,0,1,1,1.1
2019-09-12,0,0,3.72,0,1,1.0,0,0,0,0,0,1,1.08
2019-09-15,1,0,3.65,0,0,1.0,0,0,0,0,0,1,1.06
2019-09-17,0,0,3.57,0,1,1.1,0,0,0,0,0,2,1.03
2019-09-18,0,0,3.81,0,0,1.0,2,2,2,0,1,0,1.07
2019-09-22,0,0,3.9,0,0,1.0,2,1,1,0,0,1,1.08
2019-09-24,0,0,3.84,0,1,1.0,0,0,0,0,1,1,1.08
2019-09-25,0,0,3.77,0,1,1.0,0,0,0,0,0,0,1.06
2019-09-28,0,0,3.71,0,1,1.0,1,0,0,0,0,3,1.06
2020-07-26,0,0,0.0,0,0,1.0,0,0,0,0,0,1,0.0
2020-07-28,0,0,0.0,0,1,1.0,1,0,0,0,0,0,0.5
2020-07-29,0,0,0.0,0,0,1.0,0,0,0,0,2,1,1.0
2020-08-02,0,0,0.0,0,1,1.0,0,0,0,0,0,2,0.75
2020-08-04,0,0,0.0,0,1,1.0,0,0,0,0,0,1,0.6
2020-08-05,0,0,1.5,0,1,1.0,2,1,1,0,1,1,1.0
2020-08-09,0,0,1.29,0,0,1.0,0,0,0,0,0,1,0.86
2020-08-12,0,0,1.13,0,0,1.0,0,0,0,0,0,2,0.75
2020-08-14,0,0,1.08,0,1,0.1,0,0,0,0,0,1,0.72
2020-08-15,0,0,0.96,0,1,1.0,0,0,0,0,0,2,0.64
2020-08-17,0,0,0.87,0,1,1.0,1,0,0,0,1,1,0.77
2020-08-21,0,0,0.79,0,0,1.0,0,0,0,0,0,0,0.71
2020-08-22,1,0,0.77,0,0,0.1,0,0,0,0,0,1,0.69
2020-08-25,0,0,1.42,0,0,1.0,1,1,1,1,0,2,0.71
2020-08-27,0,0,1.32,0,1,1.0,1,0,0,0,1,3,0.8
2020-08-29,0,0,1.23,0,1,1.0,0,0,0,0,1,2,0.82
2020-09-01,0,0,1.2,0,1,0.1,0,0,0,0,0,1,0.8
2020-09-02,1,0,1.13,0,0,1.0,0,1,0,0,2,1,0.88
2020-09-04,0,0,1.06,0,0,1.0,1,0,0,0,0,1,0.88
2020-09-08,1,0,1.96,0,0,1.1,3,3,2,1,0,1,0.98
2020-09-12,0,1,4.42,0,0,0.0,6,5,5,0,0,0,1.31
2020-09-13,0,0,4.19,0,0,1.0,0,0,0,0,0,1,1.24
2020-09-15,0,0,3.98,0,1,1.0,2,0,0,0,1,2,1.33
2020-09-19,0,0,3.8,0,0,1.0,0,0,0,0,0,1,1.27
2020-09-24,0,0,3.63,0,0,1.0,0,0,0,0,0,2,1.21
2020-09-25,0,0,3.47,0,0,1.0,1,0,0,0,0,1,1.2
2020-09-27,0,0,3.33,0,0,1.0,0,0,0,0,0,1,1.15
2021-04-03,0,0,0.0,0,1,1.2,0,0,0,0,1,1,0.6
2021-04-06,0,0,0.0,0,0,1.0,0,0,0,0,1,0,0.75
2021-04-07,0,0,2.45,0,0,1.0,1,1,1,0,2,0,1.36
2021-04-11,0,0,1.93,0,1,1.0,0,0,0,0,0,2,1.07
2021-04-14,0,0,1.59,0,1,1.0,0,0,0,0,1,3,1.06
2021-04-16,0,0,2.57,0,0,1.1,1,1,1,0,1,2,1.14
2021-04-20,0,0,2.25,0,1,1.0,0,0,0,0,0,2,1.0
2021-04-24,0,0,1.93,0,1,1.1,0,0,0,0,1,2,0.96
2021-04-26,0,1,2.61,0,0,1.0,1,2,1,1,1,1,1.06
2021-05-01,0,0,2.38,0,0,1.0,0,0,0,0,1,0,1.06
2021-05-04,0,0,2.19,0,0,1.0,0,0,0,0,1,0,1.05
2021-05-05,0,0,2.03,0,0,1.0,0,1,0,0,3,0,1.2
2021-05-09,0,0,1.88,0,0,1.0,1,0,0,0,1,2,1.26
2021-05-11,0,0,1.76,0,1,1.0,0,0,0,0,0,2,1.17
2021-05-14,0,0,1.65,0,1,1.0,0,0,0,0,0,2,1.1
2021-05-17,0,0,1.53,0,1,1.1,1,0,0,0,1,0,1.13
2021-05-19,0,0,1.45,0,1,1.0,0,0,0,0,0,2,1.07
2021-05-20,0,0,1.37,0,1,1.0,0,0,0,0,0,2,1.02
2021-05-22,0,0,1.31,0,1,1.0,0,0,0,0,0,1,0.97
2021-05-27,0,0,1.25,0,1,1.0,0,0,0,0,0,2,0.92
2021-05-28,0,1,2.01,0,0,0.2,2,3,2,0,1,1,1.03
2021-06-01,0,0,1.96,0,0,0.2,0,0,0,0,0,0,1.0
2021-06-04,0,0,1.88,0,0,1.0,0,0,0,0,2,1,1.04
2021-06-08,0,0,1.85,0,1,0.1,0,0,0,0,0,1,1.03
2021-06-09,0,0,1.75,0,1,1.1,0,0,0,0,1,1,1.01
2021-06-13,0,0,1.69,0,1,1.0,2,0,0,0,0,0,1.05
2021-06-14,0,0,1.63,0,1,1.0,0,0,0,0,0,1,1.01
2021-06-18,0,0,1.57,0,1,1.0,0,0,0,0,0,0,0.98
2021-06-20,0,0,1.52,0,1,1.0,0,0,0,0,0,1,0.94
2021-06-25,0,0,1.47,0,0,1.0,1,0,0,0,0,2,0.95
2021-06-28,0,0,1.42,0,1,1.0,1,0,0,0,0,1,0.95
2021-06-29,0,0,1.38,0,1,1.0,0,0,0,0,1,2,0.95
2021-07-03,0,0,1.34,0,1,1.0,1,0,0,0,1,2,0.98
2021-07-04,0,0,1.3,0,0,1.0,1,0,0,0,0,1,0.98
2021-07-07,0,0,1.27,0,0,0.2,1,0,0,0,1,1,1.02
2021-07-11,1,0,1.24,0,0,1.0,1,0,0,0,0,0,1.02
2021-07-18,0,0,1.45,0,0,1.0,2,1,1,0,0,0,1.04
2021-07-21,0,1,2.15,0,0,0.1,3,3,3,1,2,1,1.17
2021-07-22,0,1,3.05,0,0,0.2,4,4,4,0,2,2,1.3
2021-07-24,0,0,2.97,0,1,1.0,0,0,0,0,1,1,1.3
2021-07-30,0,0,2.9,0,0,1.0,2,0,0,0,1,3,1.34
2021-08-04,0,0,3.27,0,0,1.0,2,2,2,1,0,3,1.35
2021-08-06,0,0,3.19,0,0,1.0,0,0,0,0,0,2,1.32
2021-08-07,0,0,3.12,0,1,1.0,0,0,0,0,0,1,1.29
2021-08-12,0,0,3.05,0,0,1.0,0,0,0,0,0,1,1.26
2021-08-13,1,0,2.91,0,0,2.0,0,1,0,0,2,1,1.25
2021-08-16,0,0,2.85,0,1,1.0,1,0,0,0,0,1,1.25
2021-08-17,0,0,2.98,0,1,1.0,2,1,1,0,1,1,1.28
2021-08-20,0,0,2.92,0,1,1.0,0,0,0,0,0,1,1.26
2021-08-21,0,0,2.86,0,1,1.0,0,0,0,0,0,2,1.23
2021-08-24,0,0,2.81,0,1,1.0,1,0,0,0,1,2,1.25
2021-08-25,0,0,2.75,0,0,1.0,0,0,0,0,0,1,1.22
2021-08-28,0,0,2.7,0,1,1.0,0,0,0,0,0,1,1.2
2021-08-29,0,0,2.65,0,0,1.0,0,0,0,0,0,1,1.18
2021-08-31,0,0,2.6,0,1,1.0,0,0,0,0,0,2,1.16
2021-09-03,0,0,2.56,0,0,1.0,0,0,0,0,2,0,1.17
2021-09-09,0,0,2.51,0,0,1.0,0,0,0,0,0,1,1.15
2021-09-10,0,0,2.47,0,1,1.0,1,0,0,0,0,0,1.15
2021-09-11,0,0,2.43,0,1,1.0,0,0,0,0,0,1,1.13
2021-09-14,0,0,2.39,0,0,1.0,0,0,0,0,0,0,1.11
2021-09-15,0,0,2.35,0,1,1.0,0,0,0,0,0,3,1.09
2021-09-18,0,0,2.34,0,1,0.1,0,0,0,0,0,1,1.09
2021-09-19,0,0,2.44,0,0,1.0,1,1,1,1,0,2,1.09
2021-09-21,1,0,2.4,0,0,1.0,0,0,0,0,2,1,1.1
2021-09-23,1,0,2.37,0,0,1.0,1,0,0,0,0,2,1.1
2021-09-24,0,0,2.33,0,1,1.0,0,0,0,0,0,1,1.08
2021-09-26,0,0,2.3,0,1,1.0,1,0,0,0,0,2,1.08
2021-09-29,0,0,2.26,0,1,1.0,0,0,0,0,0,3,1.06
2021-10-01,0,0,2.22,0,1,1.1,0,0,0,0,0,1,1.04
